country,year,population
Turks and Caicos Islands,Y2005,26450
Turks and Caicos Islands,Y2006,27642
Turks and Caicos Islands,Y2007,28638
Turks and Caicos Islands,Y2008,29481
Turks and Caicos Islands,Y2009,30247
Turks and Caicos Islands,Y2010,30993
Turks and Caicos Islands,Y2011,31726
Turks and Caicos Islands,Y2012,32427
Turks and Caicos Islands,Y2013,33098
Tuvalu,Y1995,9227
Tuvalu,Y1996,9264
Tuvalu,Y1997,9298
Tuvalu,Y1998,9334
Tuvalu,Y1999,9374
Tuvalu,Y2000,9419
Tuvalu,Y2001,9471
Tuvalu,Y2002,9530
Tuvalu,Y2003,9590
Tuvalu,Y2004,9646
Tuvalu,Y2005,9694
Tuvalu,Y2006,9732
Tuvalu,Y2007,9764
Tuvalu,Y2008,9788
Tuvalu,Y2009,9808
Tuvalu,Y2010,9827
Tuvalu,Y2011,9844
Tuvalu,Y2012,9860
Tuvalu,Y2013,9876
Uganda,Y1995,20740726
Uganda,Y1996,21407693
Uganda,Y1997,22084527
Uganda,Y1998,22780451
Uganda,Y1999,23507800
Uganda,Y2000,24275641
Uganda,Y2001,25088033
Uganda,Y2002,25943441
Uganda,Y2003,26838428
Uganda,Y2004,27766986
Uganda,Y2005,28724869
Uganda,Y2006,29711397
Uganda,Y2007,30728747
Uganda,Y2008,31778799
Uganda,Y2009,32864328
Uganda,Y2010,33987213
Uganda,Y2011,35148064
Uganda,Y2012,36345860
Uganda,Y2013,37578876
Ukraine,Y1995,51146967
Ukraine,Y1996,50821019
Ukraine,Y1997,50421998
Ukraine,Y1998,49974187
Ukraine,Y1999,49510626
Ukraine,Y2000,49057226
Ukraine,Y2001,48620596
Ukraine,Y2002,48200504
Ukraine,Y2003,47807199
Ukraine,Y2004,47450472
Ukraine,Y2005,47135932
Ukraine,Y2006,46871328
Ukraine,Y2007,46653183
Ukraine,Y2008,46461350
Ukraine,Y2009,46267306
Ukraine,Y2010,46050220
Ukraine,Y2011,45802721
Ukraine,Y2012,45529944
Ukraine,Y2013,45238805
United Arab Emirates,Y1995,2346305
United Arab Emirates,Y1996,2470810
United Arab Emirates,Y1997,2608993
United Arab Emirates,Y1998,2753498
United Arab Emirates,Y1999,2893648
United Arab Emirates,Y2000,3026352
United Arab Emirates,Y2001,3132104
United Arab Emirates,Y2002,3223969
United Arab Emirates,Y2003,3369254
United Arab Emirates,Y2004,3658658
United Arab Emirates,Y2005,4148883
United Arab Emirates,Y2006,4875639
United Arab Emirates,Y2007,5797347
United Arab Emirates,Y2008,6798635
United Arab Emirates,Y2009,7718319
United Arab Emirates,Y2010,8441537
United Arab Emirates,Y2011,8925096
United Arab Emirates,Y2012,9205651
United Arab Emirates,Y2013,9346129
United Kingdom of Great Britain and Northern Ireland,Y1995,57997197
United Kingdom of Great Britain and Northern Ireland,Y1996,58168519
United Kingdom of Great Britain and Northern Ireland,Y1997,58346633
United Kingdom of Great Britain and Northern Ireland,Y1998,58534306
United Kingdom of Great Britain and Northern Ireland,Y1999,58735006
United Kingdom of Great Britain and Northern Ireland,Y2000,58951444
United Kingdom of Great Britain and Northern Ireland,Y2001,59183774
United Kingdom of Great Britain and Northern Ireland,Y2002,59431937
United Kingdom of Great Britain and Northern Ireland,Y2003,59697954
United Kingdom of Great Britain and Northern Ireland,Y2004,59984118
United Kingdom of Great Britain and Northern Ireland,Y2005,60291414
United Kingdom of Great Britain and Northern Ireland,Y2006,60620907
United Kingdom of Great Britain and Northern Ireland,Y2007,60970360
United Kingdom of Great Britain and Northern Ireland,Y2008,61333257
United Kingdom of Great Britain and Northern Ireland,Y2009,61700797
United Kingdom of Great Britain and Northern Ireland,Y2010,62066350
United Kingdom of Great Britain and Northern Ireland,Y2011,62426923
United Kingdom of Great Britain and Northern Ireland,Y2012,62783115
United Kingdom of Great Britain and Northern Ireland,Y2013,63136265
United Republic of Tanzania,Y1995,29944302
United Republic of Tanzania,Y1996,30780453
United Republic of Tanzania,Y1997,31586039
United Republic of Tanzania,Y1998,32378333
United Republic of Tanzania,Y1999,33183093
United Republic of Tanzania,Y2000,34020512
United Republic of Tanzania,Y2001,34895398
United Republic of Tanzania,Y2002,35806497
United Republic of Tanzania,Y2003,36760831
United Republic of Tanzania,Y2004,37765139
United Republic of Tanzania,Y2005,38824384
United Republic of Tanzania,Y2006,39942347
United Republic of Tanzania,Y2007,41119693
United Republic of Tanzania,Y2008,42353790
United Republic of Tanzania,Y2009,43639752
United Republic of Tanzania,Y2010,44973330
United Republic of Tanzania,Y2011,46354607
United Republic of Tanzania,Y2012,47783107
United Republic of Tanzania,Y2013,49253126
United States of America,Y1995,268039654
United States of America,Y1996,271231546
United States of America,Y1997,274606475
United States of America,Y1998,278053607
United States of America,Y1999,281419130
United States of America,Y2000,284594395
United States of America,Y2001,287532638
United States of America,Y2002,290270187
United States of America,Y2003,292883010
United States of America,Y2004,295487267
United States of America,Y2005,298165797
United States of America,Y2006,300942917
United States of America,Y2007,303786752
United States of America,Y2008,306657153
United States of America,Y2009,309491893
United States of America,Y2010,312247116
United States of America,Y2011,314911752
United States of America,Y2012,317505266
United States of America,Y2013,320050716
Uruguay,Y1995,3224383
Uruguay,Y1996,3247585
Uruguay,Y1997,3270549
Uruguay,Y1998,3291677
Uruguay,Y1999,3308884
Uruguay,Y2000,3320841
Uruguay,Y2001,3326762
Uruguay,Y2002,3327500
Uruguay,Y2003,3325411
Uruguay,Y2004,3323822
Uruguay,Y2005,3325155
Uruguay,Y2006,3330217
Uruguay,Y2007,3338384
Uruguay,Y2008,3348898
Uruguay,Y2009,3360431
Uruguay,Y2010,3371982
Uruguay,Y2011,3383486
Uruguay,Y2012,3395253
Uruguay,Y2013,3407062
US Virgin Islands,Y1995,107018
US Virgin Islands,Y1996,107589
US Virgin Islands,Y1997,108002
US Virgin Islands,Y1998,108271
US Virgin Islands,Y1999,108431
US Virgin Islands,Y2000,108511
US Virgin Islands,Y2001,108511
US Virgin Islands,Y2002,108422
US Virgin Islands,Y2003,108259
US Virgin Islands,Y2004,108034
US Virgin Islands,Y2005,107768
US Virgin Islands,Y2006,107458
US Virgin Islands,Y2007,107116
US Virgin Islands,Y2008,106788
US Virgin Islands,Y2009,106530
US Virgin Islands,Y2010,106382
US Virgin Islands,Y2011,106364
US Virgin Islands,Y2012,106462
US Virgin Islands,Y2013,106627
Uzbekistan,Y1995,22950898
Uzbekistan,Y1996,23381250
Uzbekistan,Y1997,23789736
Uzbekistan,Y1998,24170760
Uzbekistan,Y1999,24517962
Uzbekistan,Y2000,24828562
Uzbekistan,Y2001,25098636
Uzbekistan,Y2002,25334021
Uzbekistan,Y2003,25553928
Uzbekistan,Y2004,25784397
Uzbekistan,Y2005,26044401
Uzbekistan,Y2006,26340696
Uzbekistan,Y2007,26668950
Uzbekistan,Y2008,27023200
Uzbekistan,Y2009,27392784
Uzbekistan,Y2010,27769270
Uzbekistan,Y2011,28151746
Uzbekistan,Y2012,28541423
Uzbekistan,Y2013,28934102
Vanuatu,Y1995,168236
Vanuatu,Y1996,171802
Vanuatu,Y1997,175004
Vanuatu,Y1998,178074
Vanuatu,Y1999,181346
Vanuatu,Y2000,185058
Vanuatu,Y2001,189285
Vanuatu,Y2002,193950
Vanuatu,Y2003,198952
Vanuatu,Y2004,204135
Vanuatu,Y2005,209375
Vanuatu,Y2006,214654
Vanuatu,Y2007,220001
Vanuatu,Y2008,225398
Vanuatu,Y2009,230833
Vanuatu,Y2010,236299
Vanuatu,Y2011,241778
Vanuatu,Y2012,247262
Vanuatu,Y2013,252763
Venezuela (Bolivarian Republic of),Y1995,22092144
Venezuela (Bolivarian Republic of),Y1996,22556838
Venezuela (Bolivarian Republic of),Y1997,23020184
Venezuela (Bolivarian Republic of),Y1998,23482700
Venezuela (Bolivarian Republic of),Y1999,23945002
Venezuela (Bolivarian Republic of),Y2000,24407553
Venezuela (Bolivarian Republic of),Y2001,24870441
Venezuela (Bolivarian Republic of),Y2002,25333622
Venezuela (Bolivarian Republic of),Y2003,25797219
Venezuela (Bolivarian Republic of),Y2004,26261326
Venezuela (Bolivarian Republic of),Y2005,26725897
Venezuela (Bolivarian Republic of),Y2006,27190882
Venezuela (Bolivarian Republic of),Y2007,27655937
Venezuela (Bolivarian Republic of),Y2008,28120312
Venezuela (Bolivarian Republic of),Y2009,28583040
Venezuela (Bolivarian Republic of),Y2010,29043283
Venezuela (Bolivarian Republic of),Y2011,29500625
Venezuela (Bolivarian Republic of),Y2012,29954782
Venezuela (Bolivarian Republic of),Y2013,30405207
Viet Nam,Y1995,76020043
Viet Nam,Y1996,77166873
Viet Nam,Y1997,78199254
Viet Nam,Y1998,79140734
Viet Nam,Y1999,80027521
Viet Nam,Y2000,80887879
Viet Nam,Y2001,81728768
Viet Nam,Y2002,82547682
Viet Nam,Y2003,83352595
Viet Nam,Y2004,84150651
Viet Nam,Y2005,84947852
Viet Nam,Y2006,85747625
Viet Nam,Y2007,86553201
Viet Nam,Y2008,87369203
Viet Nam,Y2009,88199997
Viet Nam,Y2010,89047397
Viet Nam,Y2011,89913956
Viet Nam,Y2012,90795769
Viet Nam,Y2013,91679733
Wallis and Futuna Islands,Y1995,14143
Wallis and Futuna Islands,Y1996,14221
Wallis and Futuna Islands,Y1997,14309
Wallis and Futuna Islands,Y1998,14394
Wallis and Futuna Islands,Y1999,14460
Wallis and Futuna Islands,Y2000,14497
Wallis and Futuna Islands,Y2001,14501
Wallis and Futuna Islands,Y2002,14476
Wallis and Futuna Islands,Y2003,14422
Wallis and Futuna Islands,Y2004,14344
Wallis and Futuna Islands,Y2005,14246
Wallis and Futuna Islands,Y2006,14126
Wallis and Futuna Islands,Y2007,13988
Wallis and Futuna Islands,Y2008,13840
Wallis and Futuna Islands,Y2009,13697
Wallis and Futuna Islands,Y2010,13565
Wallis and Futuna Islands,Y2011,13451
Wallis and Futuna Islands,Y2012,13353
Wallis and Futuna Islands,Y2013,13272
West Bank and Gaza Strip,Y1995,2598393
West Bank and Gaza Strip,Y1996,2722497
West Bank and Gaza Strip,Y1997,2851993
West Bank and Gaza Strip,Y1998,2980563
West Bank and Gaza Strip,Y1999,3099951
West Bank and Gaza Strip,Y2000,3204572
West Bank and Gaza Strip,Y2001,3291620
West Bank and Gaza Strip,Y2002,3363542
West Bank and Gaza Strip,Y2003,3426549
West Bank and Gaza Strip,Y2004,3489743
West Bank and Gaza Strip,Y2005,3559856
West Bank and Gaza Strip,Y2006,3638829
West Bank and Gaza Strip,Y2007,3725076
West Bank and Gaza Strip,Y2008,3817551
West Bank and Gaza Strip,Y2009,3914035
West Bank and Gaza Strip,Y2010,4012880
West Bank and Gaza Strip,Y2011,4114199
West Bank and Gaza Strip,Y2012,4218771
West Bank and Gaza Strip,Y2013,4326295
Yemen,Y1995,15018201
Yemen,Y1996,15578640
Yemen,Y1997,16088019
Yemen,Y1998,16564235
Yemen,Y1999,17035531
Yemen,Y2000,17522537
Yemen,Y2001,18029989
Yemen,Y2002,18551068
Yemen,Y2003,19081306
Yemen,Y2004,19612696
Yemen,Y2005,20139661
Yemen,Y2006,20661714
Yemen,Y2007,21182162
Yemen,Y2008,21703571
Yemen,Y2009,22229625
Yemen,Y2010,22763008
Yemen,Y2011,23304206
Yemen,Y2012,23852409
Yemen,Y2013,24407381
Zambia,Y1995,8841338
Zambia,Y1996,9073311
Zambia,Y1997,9320089
Zambia,Y1998,9577483
Zambia,Y1999,9839179
Zambia,Y2000,10100981
Zambia,Y2001,10362137
Zambia,Y2002,10625423
Zambia,Y2003,10894519
Zambia,Y2004,11174650
Zambia,Y2005,11470022
Zambia,Y2006,11781612
Zambia,Y2007,12109620
Zambia,Y2008,12456527
Zambia,Y2009,12825031
Zambia,Y2010,13216985
Zambia,Y2011,13633796
Zambia,Y2012,14075099
Zambia,Y2013,14538640
Zimbabwe,Y1995,11639364
Zimbabwe,Y1996,11846110
Zimbabwe,Y1997,12045813
Zimbabwe,Y1998,12229500
Zimbabwe,Y1999,12384727
Zimbabwe,Y2000,12503652
Zimbabwe,Y2001,12586763
Zimbabwe,Y2002,12640922
Zimbabwe,Y2003,12673103
Zimbabwe,Y2004,12693047
Zimbabwe,Y2005,12710589
Zimbabwe,Y2006,12724308
Zimbabwe,Y2007,12740160
Zimbabwe,Y2008,12784041
Zimbabwe,Y2009,12888918
Zimbabwe,Y2010,13076978
Zimbabwe,Y2011,13358738
Zimbabwe,Y2012,13724317
Zimbabwe,Y2013,14149648
