AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BankName,BankFDICNumber,BankNCUANumber,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFiscalYear,FirstDisbursementDate,DeliveryMethod,Subprogram,InitialInterestRate,FixedOrVariableInterestInd,TermInMonths,NaicsCode,NaicsDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidInFullDate,ChargeOffDate,GrossChargeOffAmount,RevolverStatus,JobsSupported,SoldSecMrktInd
12/31/2024,7A,Malvern Hill PLLC,2209 N CENTER ST,HICKORY,NC,28601,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,271000,203250,6/14/2024,2024,6/20/2024,PLP,Guaranty,11.25,V,120,621399,Offices of All Other Miscellaneous Health Practitioners,S7952,Gameday Men's Health/Gameday,CATAWBA,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,6,NA
12/31/2024,7A,Well Groomed Pets - Cary LLC,3639 SW Cary Parkway,Cary,NC,27513,"Institute Capital, Inc.",None,None,114 West Parrish Street,Durham,NC,27701,206100,154575,6/14/2024,2024,10/3/2024,OTH 7A,Guaranty,10.5,F,120,812910,Pet Care (except Veterinary) Services,S7796,Well Groomed Pets,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,4,NA
12/31/2024,7A,Divergent Donuts LLC,2017 PULASKI HWY STE A,HAVRE DE GRACE,MD,21078,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,66300,56355,6/14/2024,2024,7/10/2024,PLP,Guaranty,10.25,V,60,722513,Limited-Service Restaurants,NA,NA,HARFORD,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,9,NA
12/31/2024,7A,Allcare Insurance Services and,220 W DIXON BLVD,SHELBY,NC,28152,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,500000,375000,6/14/2024,2024,7/5/2024,PLP,Guaranty,9.71,V,120,524210,Insurance Agencies and Brokerages,NA,NA,CLEVELAND,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,5,Y
12/31/2024,7A,EMPOWER PEDIATRICS L.L.C.,14113 BALTIMORE AVE,LAUREL,MD,20707,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,100000,50000,6/14/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),13,V,120,621111,Offices of Physicians (except Mental Health Specialists),NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,03,CORPORATION,New Business or 2 years or less,CANCLD,NA,NA,0,1,2,NA
12/31/2024,7A,Elite Medicare Specialists LL,2400 Barda Circle,Glen Allen,VA,23060,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,6/14/2024,2024,7/1/2024,PLP,Guaranty,15,V,120,524210,Insurance Agencies and Brokerages,NA,NA,HENRICO,VA,RICHMOND DISTRICT OFFICE,07,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,Mountain State Moms LLC,239 FALLING WATER LN,MORGANTOWN,WV,26508,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,28000,23800,6/14/2024,2024,8/13/2024,PLP,Guaranty,10.5,V,84,624190,Other Individual and Family Services,NA,NA,MONONGALIA,WV,WEST VIRGINIA DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,NewPsych LC,6470 DOBBIN RD STE C,COLUMBIA,MD,21045,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,100000,50000,6/14/2024,2024,7/31/2024,SBA Express,FA$TRK (Small Loan Express),12.25,V,120,621330,Offices of Mental Health Practitioners (except Physicians),NA,NA,HOWARD,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,1,20,NA
12/31/2024,7A,CAMNAT LLC,3031 TOWN CENTER DRIVE,HOPE MILLS,NC,28348,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,256000,192000,8/13/2024,2024,9/6/2024,PLP,Guaranty,10.99,V,120,722511,Full-Service Restaurants,NA,NA,CUMBERLAND,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,Synergy Homecare of Leesburg,722 EAST MARKET STREET,Leesburg,VA,20176,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,75000,63750,8/13/2024,2024,8/29/2024,PLP,Guaranty,11.5,V,120,111120,Oilseed (except Soybean) Farming,NA,NA,LOUDOUN,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,45,Y
12/31/2024,7A,AUTONOMI SOLUTIONS LLC,1220 3rd Street NE 1213,Washington,DC,20002,"SouthState Bank, National Association",33555,None,1101 First St South,WINTER HAVEN,FL,33880,175000,131250,8/13/2024,2024,8/14/2024,PLP,Guaranty,11.25,V,120,541511,Custom Computer Programming Services,NA,NA,DISTRICT OF COLUMBIA,DC,WASHINGTON DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,Stock Group Analytics LLC,11782 HOLLYVIEW DR,GREAT FALLS,VA,22066,"JPMorgan Chase Bank, National Association",628,None,1111 Polaris Pkwy,COLUMBUS,OH,43240,40000,20000,8/13/2024,2024,9/25/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,541519,Other Computer Related Services,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,4,NA
12/31/2024,7A,Pooja Ranjit Savory LLC,141 GROVE LN,NEWARK,DE,19711,"PNC Bank, National Association",6384,None,222 Delaware Ave,WILMINGTON,DE,19801,576000,432000,8/13/2024,2024,9/16/2024,PLP,Guaranty,7.9,F,114,722513,Limited-Service Restaurants,S0400,Cold Stone Creamery,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,3,NA
12/31/2024,7A,Sizemore Fencing LLC,190 Willow Bend Drive,Galax,VA,24333,Skyline National Bank,6861,None,113 W Main St,INDEPENDENCE,VA,24348,247900,185925,8/13/2024,2024,8/16/2024,OTH 7A,Guaranty,8.5,F,60,238990,All Other Specialty Trade Contractors,NA,NA,GALAX CITY,VA,RICHMOND DISTRICT OFFICE,09,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,A.D.A.G. LLC,1516 Ewing Park Loop,MIDLOTHIAN,VA,23113,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,50000,25000,8/13/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11.25,V,120,812199,Other Personal Care Services,NA,NA,CHESTERFIELD,VA,RICHMOND DISTRICT OFFICE,04,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,1,22,NA
12/31/2024,7A,Chesapeake Bay Steel,3468 Westminster Ave,Norfolk,VA,23504,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,1600000,1200000,8/13/2024,2024,9/30/2024,PLP,Guaranty,11.5,V,120,236115,New Single-Family Housing Construction (except Operative Builders),NA,NA,NORFOLK CITY,VA,RICHMOND DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,45,Y
12/31/2024,7A,Foobar LLC,"900 Music Factory Blvd, Suite",CHARLOTTE,NC,28206,North State Bank,35519,None,6204 Falls of Neuse Rd,RALEIGH,NC,27609,743000,557250,8/13/2024,2024,9/26/2024,PLP,Guaranty,11,V,126,722410,Drinking Places (Alcoholic Beverages),NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,12,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,10,NA
12/31/2024,7A,BBT HOME CARE AND STAFFING LL,3200 Robert S. Crain Hwy Ste 1,Waldorf,MD,20603,Northeast Bank,19690,None,35 Canal St,LEWISTON,ME,04240,50000,42500,8/13/2024,2024,8/23/2024,PLP,Guaranty,11.25,V,120,621610,Home Health Care Services,NA,NA,CHARLES,MD,BALTIMORE DISTRICT OFFICE,05,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,15,Y
12/31/2024,7A,European Service Center Highla,2851 CASHIERS RD,HIGHLANDS,NC,28741,Regions Bank,12368,None,1900 Fifth Avenue North,BIRMINGHAM,AL,35203,1595500,1196625,8/13/2024,2024,9/11/2024,PLP,Guaranty,8,F,300,811111,General Automotive Repair,NA,NA,MACON,NC,NORTH CAROLINA DISTRICT OFFICE,11,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,10,NA
12/31/2024,7A,Nails Spa,"14546 US Highway 17, Ste #8",HAMPSTEAD,NC,28443,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,353500,265125,8/13/2024,2024,8/23/2024,PLP,Guaranty,11.25,V,120,812113,Nail Salons,NA,NA,PENDER,NC,NORTH CAROLINA DISTRICT OFFICE,07,INDIVIDUAL,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,MICRIC LLC,630 CHAPELVIEW DR,ODENTON,MD,21113,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,25000,12500,8/13/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),15,V,120,322299,All Other Converted Paper Product Manufacturing,NA,NA,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,1,2,NA
12/31/2024,7A,Wren Pub LLC,1712 Aliceanna St,BALTIMORE,MD,21231,Midwest BankCentre,1058,None,2191 Lemay Ferry Rd,SAINT LOUIS,MO,63125,936000,702000,8/13/2024,2024,8/16/2024,PLP,Guaranty,11.25,V,300,722511,Full-Service Restaurants,NA,NA,BALTIMORE CITY,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,10,NA
12/31/2024,7A,Plenty LLC,201 Fenton Gateway Dr,Cary,NC,27511,Pinnacle Bank,35583,None,"150 Third Ave S, Ste 900",NASHVILLE,TN,37201,1853000,1389750,8/13/2024,2024,9/9/2024,OTH 7A,Guaranty,10.5,V,129,722511,Full-Service Restaurants,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,135,NA
12/31/2024,7A,TRUE SOURCE CHIROPRACTIC LLC,4633 Pembroke Lake Circle VA S,VIRGINIA BEACH,VA,23455,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,8/13/2024,2024,NA,PLP,Guaranty,15,V,120,621310,Offices of Chiropractors,NA,NA,VIRGINIA BEACH CITY,VA,RICHMOND DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,0,NA
12/31/2024,7A,MICRIC LLC,630 CHAPELVIEW DR,ODENTON,MD,21113,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,60000,51000,8/13/2024,2024,9/10/2024,PLP,Guaranty,8.99,F,60,322299,All Other Converted Paper Product Manufacturing,NA,NA,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",PIF,11/30/2024,NA,0,0,2,NA
12/31/2024,7A,Splash nail studio Pampering,342 Ray Ave,Fayetteville,NC,28301,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,20000,17000,8/13/2024,2024,9/1/2024,PLP,Guaranty,15,V,120,812113,Nail Salons,NA,NA,CUMBERLAND,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,4,Y
12/31/2024,7A,Gault Market Inc,4003 GAULT PL NE,WASHINGTON,DC,20019,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,50000,25000,8/13/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),14.3,V,120,445110,Supermarkets and Other Grocery (except Convenience) Stores,NA,NA,DISTRICT OF COLUMBIA,DC,WASHINGTON DISTRICT OFFICE,00,CORPORATION,New Business or 2 years or less,CANCLD,NA,NA,0,1,2,NA
12/31/2024,7A,CNETGEEK LLC,10300 Chapel Hill Rd STE 200,MORRISVILLE,NC,27560,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,8/13/2024,2024,9/1/2024,PLP,Guaranty,15,V,120,541519,Other Computer Related Services,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,8,Y
12/31/2024,7A,A.D.A.G. LLC,1516 Ewing Park Loop,MIDLOTHIAN,VA,23113,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,525000,393750,8/13/2024,2024,8/26/2024,PLP,Guaranty,11.25,V,132,812199,Other Personal Care Services,NA,NA,CHESTERFIELD,VA,RICHMOND DISTRICT OFFICE,04,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,22,NA
12/31/2024,7A,Telnet Inc.,7630 Standish PL,DERWOOD,MD,20855,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,150000,127500,8/13/2024,2024,NA,PLP,Guaranty,13.25,V,120,541330,Engineering Services,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,0,5,NA
12/31/2024,7A,I Get Beautified LLC,4343 N TRYON ST,CHARLOTTE,NC,28213,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,25000,12500,5/31/2024,2024,6/7/2024,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,812990,All Other Personal Services,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,4,NA
12/31/2024,7A,Premier Travel by Zaneta J LL,10290 BUTTERNUT CIR,MANASSAS,VA,20110,Celtic Bank Corporation,57056,None,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111,100000,85000,5/31/2024,2024,6/12/2024,PLP,Guaranty,11.25,V,120,561510,Travel Agencies,NA,NA,MANASSAS CITY,VA,RICHMOND DISTRICT OFFICE,01,INDIVIDUAL,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,ATHIOS,2000 Duke Street,Alexandria,VA,22314,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,250000,187500,5/31/2024,2024,6/21/2024,PLP,Guaranty,11.5,V,120,541511,Custom Computer Programming Services,NA,NA,ALEXANDRIA CITY,VA,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,13,Y
12/31/2024,7A,QC Franchise Group,227 W Trade St,CHARLOTTE,NC,28202,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,5000000,3750000,5/31/2024,2024,NA,PLP,Guaranty,11.5,V,120,621498,All Other Outpatient Care Centers,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,12,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,82,NA
12/31/2024,7A,PEAK Wellness and Aesthetics,221 Mount Pleasant Road,CHESAPEAKE,VA,23322,Atlantic Union Bank,34589,None,"1051 E Cary St, Ste 103",RICHMOND,VA,23219,50000,25000,5/31/2024,2024,6/25/2024,SBA Express,FA$TRK (Small Loan Express),10.75,V,120,621111,Offices of Physicians (except Mental Health Specialists),NA,NA,CHESAPEAKE CITY,VA,RICHMOND DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,1,12,NA
12/31/2024,7A,KINDEE LLC,736 MELVILLE AVE,BALTIMORE,MD,21218,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,5000,2500,5/31/2024,2024,6/28/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,722513,Limited-Service Restaurants,NA,NA,BALTIMORE CITY,MD,BALTIMORE DISTRICT OFFICE,03,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,2,NA
12/31/2024,7A,EDEN ENTERPRISES INC,6316 ISLINGTON ST,MIDDLE RIVER,MD,21220,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,32000,16000,5/31/2024,2024,8/31/2024,SBA Express,FA$TRK (Small Loan Express),10.75,V,120,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,RGB Logistics Ltd.,4357 S ALSTON AVE,DURHAM,NC,27713,GBank,58626,None,"9115 W Russell Rd, Ste 110",LAS VEGAS,NV,89148,1236000,927000,5/31/2024,2024,10/8/2024,PLP,Guaranty,11.25,V,120,484121,"General Freight Trucking, Long Distance, Truckload",NA,NA,DURHAM,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,10,Y
12/31/2024,7A,The Bun Shop LLC,239 W Read St,Baltimore,MD,21201,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,300000,225000,5/31/2024,2024,6/21/2024,PLP,Guaranty,11.5,V,120,311811,Retail Bakeries,NA,NA,BALTIMORE CITY,MD,BALTIMORE DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,20,Y
12/31/2024,7A,Patches of Earth Inc.,4503 SUDLEY RD,GAINESVILLE,VA,20155,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,75000,63750,5/31/2024,2024,6/27/2024,PLP,Guaranty,11.24,F,60,424440,Poultry and Poultry Product Merchant Wholesalers,NA,NA,PRINCE WILLIAM,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,3,NA
12/31/2024,7A,Hail to the Royal Feast Inc.,1916 N Main St,High Point,NC,27262,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,575000,431250,5/31/2024,2024,NA,PLP,Guaranty,11.5,V,120,722511,Full-Service Restaurants,NA,NA,GUILFORD,NC,NORTH CAROLINA DISTRICT OFFICE,06,CORPORATION,"Startup, Loan Funds will Open Business",CANCLD,NA,NA,0,0,23,NA
12/31/2024,7A,PEACH BOTTOM HOME SERVICES LLC,1117 HARKINS RD,PYLESVILLE,MD,21132,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,100000,50000,5/31/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),12.25,V,120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",NA,NA,HARFORD,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,New Business or 2 years or less,COMMIT,NA,NA,0,1,8,NA
12/31/2024,7A,PEAK Wellness and Aesthetics,221 Mount Pleasant Road,CHESAPEAKE,VA,23322,Atlantic Union Bank,34589,None,"1051 E Cary St, Ste 103",RICHMOND,VA,23219,238000,178500,5/31/2024,2024,6/25/2024,PLP,Guaranty,10.75,V,120,713940,Fitness and Recreational Sports Centers,NA,NA,CHESAPEAKE CITY,VA,RICHMOND DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,12,Y
12/31/2024,7A,Aura Chiropractic PLLC,1148 N Irving St,Arlington,VA,22201,"United Midwest Savings Bank, National Association",32441,None,101 S Main St,DE GRAFF,OH,43318,150000,127500,5/31/2024,2024,6/18/2024,PLP,Guaranty,11.25,V,120,621310,Offices of Chiropractors,NA,NA,ARLINGTON,VA,WASHINGTON DISTRICT OFFICE,08,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,5,Y
12/31/2024,7A,3F FITNESS LIMITED LIABILITY C,1621 Martha Terrace,Rockville,MD,20852,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,20000,17000,7/15/2024,2024,8/1/2024,PLP,Guaranty,15,V,120,812990,All Other Personal Services,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,32,Y
12/31/2024,7A,BULLDOG INDUSTRIES INC.,203-205 FOREST DR,KNIGHTDALE,NC,27545,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,2656800,1992600,7/15/2024,2024,7/18/2024,PLP,Guaranty,6.52,F,300,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,7,NA
12/31/2024,7A,LEGACYHOUSE TITLE,47 E South St #101,Frederick,MD,21701,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,455000,341250,7/15/2024,2024,8/1/2024,PLP,Guaranty,11.25,V,120,541990,"All Other Professional, Scientific, and Technical Services",NA,NA,FREDERICK,MD,BALTIMORE DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,6,Y
12/31/2024,7A,Buddys Home Furnishings,1099 Jefferson Drive West,Forest,VA,24551,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,500000,375000,7/15/2024,2024,NA,PLP,Guaranty,11.5,V,120,532210,Consumer Electronics and Appliances Rental,NA,NA,BEDFORD,VA,RICHMOND DISTRICT OFFICE,05,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,6,NA
12/31/2024,7A,ONE-TO-ONE FITNESS INC.,5400 Westbard Ave,BETHESDA,MD,20816,EagleBank,34742,None,7815 Woodmont Ave,BETHESDA,MD,20814,400000,200000,7/15/2024,2024,11/1/2024,SBA Express,FA$TRK (Small Loan Express),9.5,F,132,541990,"All Other Professional, Scientific, and Technical Services",NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,50,NA
12/31/2024,7A,Southwest Grill Page Rd LLC,5419 PAGE RD,DURHAM,NC,27703,The Fidelity Bank,11507,None,100 S Main St,FUQUAY VARINA,NC,27526,556000,417000,7/15/2024,2024,8/12/2024,PLP,Guaranty,10.75,V,120,722513,Limited-Service Restaurants,NA,NA,DURHAM,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,16,Y
12/31/2024,7A,BACK-N-BALANCE LLC,402 W Trade St,Charlotte,NC,28202,"Lendistry SBLC, LLC",None,None,767 South Alameda Street,Los Angeles,CA,90021,150000,127500,7/15/2024,2024,7/17/2024,PLP,Guaranty,13,V,120,812199,Other Personal Care Services,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,12,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,16,Y
12/31/2024,7A,Southwest Grill Southpoint LLC,6807 FAYETTEVILLE RD,DURHAM,NC,27713,The Fidelity Bank,11507,None,100 S Main St,FUQUAY VARINA,NC,27526,1134000,850500,7/15/2024,2024,8/12/2024,PLP,Guaranty,10.75,V,120,722513,Limited-Service Restaurants,NA,NA,DURHAM,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,16,Y
12/31/2024,7A,JMC Equipment LLC,8 THE GRN,DOVER,DE,19901,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,150000,127500,7/15/2024,2024,NA,PLP,Guaranty,13.25,V,120,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,NA,NA,KENT,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,0,0,NA
12/31/2024,7A,Sorn Thai,11016 Pumpkin Pl,FAIRFAX,VA,22030,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,1300000,975000,7/15/2024,2024,8/29/2024,PLP,Guaranty,11.5,V,120,722511,Full-Service Restaurants,NA,NA,FAIRFAX CITY,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,25,NA
12/31/2024,7A,Nucleus Distilling LLC,711 thru 715 Seaboard Station,Raleigh,NC,27604,Dogwood State Bank,57095,None,5401 Six Forks Rd,RALEIGH,NC,27609,2931700,2198775,7/15/2024,2024,10/3/2024,PLP,Guaranty,11,V,128,312140,Distilleries,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,0,NA
12/31/2024,7A,Heavy Transport LLC,405 N WASHINGTON ST,WILMINGTON,DE,19801,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,12500,6250,7/15/2024,2024,8/26/2024,SBA Express,FA$TRK (Small Loan Express),14.3,F,60,484110,"General Freight Trucking, Local",NA,NA,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,1,NA
12/31/2024,7A,GML INC.,14511 Lee Jackson Memorial HWY,CHANTILLY,VA,20151,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,50000,25000,7/15/2024,2024,9/30/2024,SBA Express,FA$TRK (Small Loan Express),12.25,V,120,722511,Full-Service Restaurants,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,25,NA
12/31/2024,7A,Auto Tones Collision Powered b,541 1ST AVE SW,HICKORY,NC,28602,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,74900,63665,6/20/2024,2024,6/24/2024,PLP,Guaranty,13.25,V,120,811111,General Automotive Repair,NA,NA,CATAWBA,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
